idsc-07p_20190430.idxstats	22	50818468	798273	2195
idsc-07p_20190430.idxstats	3	198295559	1900878	4646
idsc-07p_20190430.idxstats	4	190214555	1344629	3200
idsc-07p_20190430.idxstats	5	181538259	1452252	3399
idsc-07p_20190430.idxstats	6	170805979	1620441	4032
idsc-07p_20190430.idxstats	7	159345973	1626158	4188
idsc-07p_20190430.idxstats	8	145138636	1054167	2759
idsc-07p_20190430.idxstats	9	138394717	1381825	3429
idsc-07p_20190430.idxstats	MT	16569	289	1
idsc-07p_20190430.idxstats	X	156040895	1444870	3762
idsc-07p_20190430.idxstats	Y	57227415	4033	17
idsc-07p_20190430.idxstats	*	0	0	47814
idsc-10a_20190430.idxstats	1	248956422	2714026	6387
idsc-10a_20190430.idxstats	10	133797422	964483	2200
idsc-10a_20190430.idxstats	11	135086622	1483663	3632
idsc-10a_20190430.idxstats	12	133275309	1285332	3012
idsc-10a_20190430.idxstats	13	114364328	396753	803
idsc-10a_20190430.idxstats	14	107043718	798621	1831
idsc-10a_20190430.idxstats	15	101991189	963354	2205
idsc-10a_20190430.idxstats	16	90338345	1215265	3032
idsc-10a_20190430.idxstats	17	83257441	1512337	3761
idsc-10a_20190430.idxstats	18	80373285	365469	856
idsc-10a_20190430.idxstats	19	58617616	1599100	4482
idsc-10a_20190430.idxstats	2	242193529	1770575	4041
idsc-10a_20190430.idxstats	20	64444167	619162	1464
idsc-10a_20190430.idxstats	21	46709983	266039	627
idsc-10a_20190430.idxstats	22	50818468	619057	1568
idsc-10a_20190430.idxstats	3	198295559	1418615	3199
idsc-10a_20190430.idxstats	4	190214555	1029521	2143
idsc-10a_20190430.idxstats	5	181538259	1067440	2232
idsc-10a_20190430.idxstats	6	170805979	1192332	2726
idsc-10a_20190430.idxstats	7	159345973	1220162	2880
idsc-10a_20190430.idxstats	8	145138636	769808	1800
idsc-10a_20190430.idxstats	9	138394717	1038903	2387
idsc-10a_20190430.idxstats	MT	16569	373	0
idsc-10a_20190430.idxstats	X	156040895	1090701	2496
idsc-10a_20190430.idxstats	Y	57227415	3173	23
idsc-10a_20190430.idxstats	*	0	0	41826
idsc-10c_20190430.idxstats	1	248956422	2383879	6130
idsc-10c_20190430.idxstats	10	133797422	836340	2066
idsc-10c_20190430.idxstats	11	135086622	1299804	3494
idsc-10c_20190430.idxstats	12	133275309	1114413	2992
idsc-10c_20190430.idxstats	13	114364328	341171	805
idsc-10c_20190430.idxstats	14	107043718	695834	1730
idsc-10c_20190430.idxstats	15	101991189	822926	2262
idsc-10c_20190430.idxstats	16	90338345	1087655	2994
idsc-10c_20190430.idxstats	17	83257441	1341885	3617
idsc-10c_20190430.idxstats	18	80373285	309677	760
idsc-10c_20190430.idxstats	19	58617616	1425533	4522
idsc-10c_20190430.idxstats	2	242193529	1534235	3766
idsc-10c_20190430.idxstats	20	64444167	547835	1580
idsc-10c_20190430.idxstats	21	46709983	235217	576
idsc-10c_20190430.idxstats	22	50818468	548977	1536
idsc-10c_20190430.idxstats	3	198295559	1240099	3265
idsc-10c_20190430.idxstats	4	190214555	906066	2207
idsc-10c_20190430.idxstats	5	181538259	922273	2302
idsc-10c_20190430.idxstats	6	170805979	1031943	2748
idsc-10c_20190430.idxstats	7	159345973	1062486	2798
idsc-10c_20190430.idxstats	8	145138636	681316	1712
idsc-10c_20190430.idxstats	9	138394717	911396	2321
idsc-10c_20190430.idxstats	MT	16569	230	1
idsc-10c_20190430.idxstats	X	156040895	950074	2505
idsc-10c_20190430.idxstats	Y	57227415	2412	28
idsc-10c_20190430.idxstats	*	0	0	59944
idsc-10p_20190430.idxstats	1	248956422	3138655	7371
idsc-10p_20190430.idxstats	10	133797422	1092928	2447
idsc-10p_20190430.idxstats	11	135086622	1737357	4179
idsc-10p_20190430.idxstats	12	133275309	1476490	3436
idsc-10p_20190430.idxstats	13	114364328	438201	908
idsc-10p_20190430.idxstats	14	107043718	926815	2044
idsc-10p_20190430.idxstats	15	101991189	1087251	2607
idsc-10p_20190430.idxstats	16	90338345	1440632	3555
idsc-10p_20190430.idxstats	17	83257441	1786533	4394
idsc-10p_20190430.idxstats	18	80373285	407058	859
idsc-10p_20190430.idxstats	19	58617616	1920091	5493
idsc-10p_20190430.idxstats	2	242193529	1990302	4457
idsc-10p_20190430.idxstats	20	64444167	733108	1749
idsc-10p_20190430.idxstats	21	46709983	309670	710
idsc-10p_20190430.idxstats	22	50818468	741806	1918
idsc-10p_20190430.idxstats	3	198295559	1643400	3720
idsc-10p_20190430.idxstats	4	190214555	1181792	2442
idsc-10p_20190430.idxstats	5	181538259	1203371	2560
idsc-10p_20190430.idxstats	6	170805979	1345973	3152
idsc-10p_20190430.idxstats	7	159345973	1398004	3439
idsc-10p_20190430.idxstats	8	145138636	886382	2133
idsc-10p_20190430.idxstats	9	138394717	1198391	2816
idsc-10p_20190430.idxstats	MT	16569	497	1
idsc-10p_20190430.idxstats	X	156040895	1255726	2980
idsc-10p_20190430.idxstats	Y	57227415	3787	22
idsc-10p_20190430.idxstats	*	0	0	47388
idsc-13a_20190430.idxstats	1	248956422	1748232	4116
idsc-13a_20190430.idxstats	10	133797422	626277	1470
idsc-13a_20190430.idxstats	11	135086622	969983	2478
idsc-13a_20190430.idxstats	12	133275309	843321	1963
idsc-13a_20190430.idxstats	13	114364328	258648	549
idsc-13a_20190430.idxstats	14	107043718	523644	1228
idsc-13a_20190430.idxstats	15	101991189	608145	1479
idsc-13a_20190430.idxstats	16	90338345	801016	2037
idsc-13a_20190430.idxstats	17	83257441	993105	2522
idsc-13a_20190430.idxstats	18	80373285	238604	533
idsc-13a_20190430.idxstats	19	58617616	1053874	3090
idsc-13a_20190430.idxstats	2	242193529	1158355	2689
idsc-13a_20190430.idxstats	20	64444167	408153	1056
idsc-13a_20190430.idxstats	21	46709983	175219	415
idsc-13a_20190430.idxstats	22	50818468	408490	993
idsc-13a_20190430.idxstats	3	198295559	934725	2159
idsc-13a_20190430.idxstats	4	190214555	595721	1298
idsc-13a_20190430.idxstats	5	181538259	699390	1581
idsc-13a_20190430.idxstats	6	170805979	781136	1899
idsc-13a_20190430.idxstats	7	159345973	800680	1968
idsc-13a_20190430.idxstats	8	145138636	512145	1196
idsc-13a_20190430.idxstats	9	138394717	681226	1601
idsc-13a_20190430.idxstats	MT	16569	198	0
idsc-13a_20190430.idxstats	X	156040895	704662	1706
idsc-13a_20190430.idxstats	Y	57227415	1939	21
idsc-13a_20190430.idxstats	*	0	0	31474
idsc-13b_20190430.idxstats	1	248956422	1866738	3972
idsc-13b_20190430.idxstats	10	133797422	657736	1381
idsc-13b_20190430.idxstats	11	135086622	1022170	2436
idsc-13b_20190430.idxstats	12	133275309	884128	1889
idsc-13b_20190430.idxstats	13	114364328	270817	561
idsc-13b_20190430.idxstats	14	107043718	555504	1101
idsc-13b_20190430.idxstats	15	101991189	632835	1298
idsc-13b_20190430.idxstats	16	90338345	858192	1941
idsc-13b_20190430.idxstats	17	83257441	1054870	2503
idsc-13b_20190430.idxstats	18	80373285	247352	452
idsc-13b_20190430.idxstats	19	58617616	1104993	2882
idsc-13b_20190430.idxstats	2	242193529	1209941	2571
idsc-13b_20190430.idxstats	20	64444167	427095	999
idsc-13b_20190430.idxstats	21	46709983	185459	375
idsc-13b_20190430.idxstats	22	50818468	431916	953
idsc-13b_20190430.idxstats	3	198295559	972352	2000
idsc-13b_20190430.idxstats	4	190214555	732652	1453
idsc-13b_20190430.idxstats	5	181538259	729487	1466
idsc-13b_20190430.idxstats	6	170805979	814139	1665
idsc-13b_20190430.idxstats	7	159345973	834174	1789
idsc-13b_20190430.idxstats	8	145138636	540406	1184
idsc-13b_20190430.idxstats	9	138394717	713212	1499
idsc-13b_20190430.idxstats	MT	16569	188	0
idsc-13b_20190430.idxstats	X	156040895	385355	822
idsc-13b_20190430.idxstats	Y	57227415	60046	119
idsc-13b_20190430.idxstats	*	0	0	20458
idsc-13p_20190430.idxstats	1	248956422	1970629	4342
idsc-13p_20190430.idxstats	10	133797422	699848	1507
idsc-13p_20190430.idxstats	11	135086622	1084070	2560
idsc-13p_20190430.idxstats	12	133275309	940704	2133
idsc-13p_20190430.idxstats	13	114364328	288547	613
idsc-13p_20190430.idxstats	14	107043718	584468	1345
idsc-13p_20190430.idxstats	15	101991189	676374	1579
idsc-13p_20190430.idxstats	16	90338345	907092	2151
idsc-13p_20190430.idxstats	17	83257441	1106780	2621
idsc-13p_20190430.idxstats	18	80373285	262404	589
idsc-13p_20190430.idxstats	19	58617616	1173309	3303
idsc-13p_20190430.idxstats	2	242193529	1295770	2882
idsc-13p_20190430.idxstats	20	64444167	451235	1092
idsc-13p_20190430.idxstats	21	46709983	195770	464
idsc-13p_20190430.idxstats	22	50818468	452535	1155
idsc-13p_20190430.idxstats	3	198295559	1041632	2344
idsc-13p_20190430.idxstats	4	190214555	710033	1464
idsc-13p_20190430.idxstats	5	181538259	776350	1588
idsc-13p_20190430.idxstats	6	170805979	871736	2016
idsc-13p_20190430.idxstats	7	159345973	889872	2106
idsc-13p_20190430.idxstats	8	145138636	567150	1236
idsc-13p_20190430.idxstats	9	138394717	757509	1702
idsc-13p_20190430.idxstats	MT	16569	143	0
idsc-13p_20190430.idxstats	X	156040895	788495	1756
idsc-13p_20190430.idxstats	Y	57227415	2132	15
idsc-13p_20190430.idxstats	*	0	0	19830
