idsc-06a_20190430.idxstats	1	248956422	4389036	11023
idsc-06a_20190430.idxstats	10	133797422	1584772	3935
idsc-06a_20190430.idxstats	11	135086622	2432464	6349
idsc-06a_20190430.idxstats	12	133275309	2140684	5278
idsc-06a_20190430.idxstats	13	114364328	646565	1448
idsc-06a_20190430.idxstats	14	107043718	1309719	3297
idsc-06a_20190430.idxstats	15	101991189	1518989	3851
idsc-06a_20190430.idxstats	16	90338345	2010639	5265
idsc-06a_20190430.idxstats	17	83257441	2540326	6709
idsc-06a_20190430.idxstats	18	80373285	593603	1366
idsc-06a_20190430.idxstats	19	58617616	2710409	7983
idsc-06a_20190430.idxstats	2	242193529	2901239	7070
idsc-06a_20190430.idxstats	20	64444167	1017294	2632
idsc-06a_20190430.idxstats	21	46709983	432541	1087
idsc-06a_20190430.idxstats	22	50818468	1027321	2710
idsc-06a_20190430.idxstats	3	198295559	2315602	5769
idsc-06a_20190430.idxstats	4	190214555	1534943	3505
idsc-06a_20190430.idxstats	5	181538259	1747231	4175
idsc-06a_20190430.idxstats	6	170805979	1960724	4889
idsc-06a_20190430.idxstats	7	159345973	2013991	5206
idsc-06a_20190430.idxstats	8	145138636	1275737	3275
idsc-06a_20190430.idxstats	9	138394717	1698665	4243
idsc-06a_20190430.idxstats	MT	16569	854	2
idsc-06a_20190430.idxstats	X	156040895	1774663	4454
idsc-06a_20190430.idxstats	Y	57227415	4593	33
idsc-06a_20190430.idxstats	*	0	0	94832
idsc-06b_20190430.idxstats	1	248956422	3088278	7892
idsc-06b_20190430.idxstats	10	133797422	1098638	2791
idsc-06b_20190430.idxstats	11	135086622	1711930	4548
idsc-06b_20190430.idxstats	12	133275309	1495159	3855
idsc-06b_20190430.idxstats	13	114364328	446100	1115
idsc-06b_20190430.idxstats	14	107043718	928100	2287
idsc-06b_20190430.idxstats	15	101991189	1053061	2801
idsc-06b_20190430.idxstats	16	90338345	1459268	4085
idsc-06b_20190430.idxstats	17	83257441	1785290	4951
idsc-06b_20190430.idxstats	18	80373285	411432	1003
idsc-06b_20190430.idxstats	19	58617616	1939347	5944
idsc-06b_20190430.idxstats	2	242193529	2025441	4898
idsc-06b_20190430.idxstats	20	64444167	718239	1946
idsc-06b_20190430.idxstats	21	46709983	305363	794
idsc-06b_20190430.idxstats	22	50818468	738554	2014
idsc-06b_20190430.idxstats	3	198295559	1648118	4196
idsc-06b_20190430.idxstats	4	190214555	1173426	2687
idsc-06b_20190430.idxstats	5	181538259	1207522	3047
idsc-06b_20190430.idxstats	6	170805979	1363816	3483
idsc-06b_20190430.idxstats	7	159345973	1411582	3746
idsc-06b_20190430.idxstats	8	145138636	892830	2362
idsc-06b_20190430.idxstats	9	138394717	1191026	3115
idsc-06b_20190430.idxstats	MT	16569	509	3
idsc-06b_20190430.idxstats	X	156040895	650000	1722
idsc-06b_20190430.idxstats	Y	57227415	103948	264
idsc-06b_20190430.idxstats	*	0	0	76834
idsc-06c_20190430.idxstats	1	248956422	3218024	7793
idsc-06c_20190430.idxstats	10	133797422	1162491	2691
idsc-06c_20190430.idxstats	11	135086622	1792459	4636
idsc-06c_20190430.idxstats	12	133275309	1563619	3776
idsc-06c_20190430.idxstats	13	114364328	471390	1055
idsc-06c_20190430.idxstats	14	107043718	964203	2206
idsc-06c_20190430.idxstats	15	101991189	1116915	2627
idsc-06c_20190430.idxstats	16	90338345	1496274	3921
idsc-06c_20190430.idxstats	17	83257441	1852061	4784
idsc-06c_20190430.idxstats	18	80373285	436499	1027
idsc-06c_20190430.idxstats	19	58617616	1987611	5886
idsc-06c_20190430.idxstats	2	242193529	2135628	5108
idsc-06c_20190430.idxstats	20	64444167	748766	1855
idsc-06c_20190430.idxstats	21	46709983	317756	745
idsc-06c_20190430.idxstats	22	50818468	761391	1971
idsc-06c_20190430.idxstats	3	198295559	1711485	3877
idsc-06c_20190430.idxstats	4	190214555	1137785	2599
idsc-06c_20190430.idxstats	5	181538259	1280829	3006
idsc-06c_20190430.idxstats	6	170805979	1441848	3420
idsc-06c_20190430.idxstats	7	159345973	1471392	3645
idsc-06c_20190430.idxstats	8	145138636	936683	2215
idsc-06c_20190430.idxstats	9	138394717	1254402	3026
idsc-06c_20190430.idxstats	MT	16569	550	2
idsc-06c_20190430.idxstats	X	156040895	1315982	3197
idsc-06c_20190430.idxstats	Y	57227415	3163	28
idsc-06c_20190430.idxstats	*	0	0	41584
idsc-06p_20190430.idxstats	1	248956422	2573814	5885
idsc-06p_20190430.idxstats	10	133797422	922083	2173
idsc-06p_20190430.idxstats	11	135086622	1433069	3438
idsc-06p_20190430.idxstats	12	133275309	1247560	2802
idsc-06p_20190430.idxstats	13	114364328	372832	809
idsc-06p_20190430.idxstats	14	107043718	762447	1646
idsc-06p_20190430.idxstats	15	101991189	895401	2108
idsc-06p_20190430.idxstats	16	90338345	1200085	3024
idsc-06p_20190430.idxstats	17	83257441	1478133	3622
idsc-06p_20190430.idxstats	18	80373285	346756	734
idsc-06p_20190430.idxstats	19	58617616	1592252	4369
idsc-06p_20190430.idxstats	2	242193529	1687584	3691
idsc-06p_20190430.idxstats	20	64444167	598713	1484
idsc-06p_20190430.idxstats	21	46709983	256191	604
idsc-06p_20190430.idxstats	22	50818468	608449	1452
idsc-06p_20190430.idxstats	3	198295559	1368886	3067
idsc-06p_20190430.idxstats	4	190214555	902995	1859
idsc-06p_20190430.idxstats	5	181538259	1017136	2272
idsc-06p_20190430.idxstats	6	170805979	1142895	2663
idsc-06p_20190430.idxstats	7	159345973	1177656	2740
idsc-06p_20190430.idxstats	8	145138636	744884	1743
idsc-06p_20190430.idxstats	9	138394717	998031	2227
idsc-06p_20190430.idxstats	MT	16569	706	3
idsc-06p_20190430.idxstats	X	156040895	1048135	2416
idsc-06p_20190430.idxstats	Y	57227415	2661	16
idsc-06p_20190430.idxstats	*	0	0	35134
idsc-07a_bd_exo_mseq_20190424.idxstats	1	248956422	3624990	8338
idsc-07a_bd_exo_mseq_20190424.idxstats	10	133797422	1285722	3035
idsc-07a_bd_exo_mseq_20190424.idxstats	11	135086622	2000893	5025
idsc-07a_bd_exo_mseq_20190424.idxstats	12	133275309	1710149	3818
idsc-07a_bd_exo_mseq_20190424.idxstats	13	114364328	530217	1145
idsc-07a_bd_exo_mseq_20190424.idxstats	14	107043718	1071048	2440
idsc-07a_bd_exo_mseq_20190424.idxstats	15	101991189	1233358	2988
idsc-07a_bd_exo_mseq_20190424.idxstats	16	90338345	1749404	4671
idsc-07a_bd_exo_mseq_20190424.idxstats	17	83257441	2091379	5430
idsc-07a_bd_exo_mseq_20190424.idxstats	18	80373285	484982	1042
idsc-07a_bd_exo_mseq_20190424.idxstats	19	58617616	2265852	6788
idsc-07a_bd_exo_mseq_20190424.idxstats	2	242193529	2324127	5200
idsc-07a_bd_exo_mseq_20190424.idxstats	20	64444167	850807	2235
idsc-07a_bd_exo_mseq_20190424.idxstats	21	46709983	367588	866
idsc-07a_bd_exo_mseq_20190424.idxstats	22	50818468	874261	2400
idsc-07a_bd_exo_mseq_20190424.idxstats	3	198295559	1888002	4201
idsc-07a_bd_exo_mseq_20190424.idxstats	4	190214555	1342717	2821
idsc-07a_bd_exo_mseq_20190424.idxstats	5	181538259	1422092	3239
idsc-07a_bd_exo_mseq_20190424.idxstats	6	170805979	1594350	3677
idsc-07a_bd_exo_mseq_20190424.idxstats	7	159345973	1650729	4012
idsc-07a_bd_exo_mseq_20190424.idxstats	8	145138636	1069948	2713
idsc-07a_bd_exo_mseq_20190424.idxstats	9	138394717	1407717	3398
idsc-07a_bd_exo_mseq_20190424.idxstats	MT	16569	459	2
idsc-07a_bd_exo_mseq_20190424.idxstats	X	156040895	1435034	3302
idsc-07a_bd_exo_mseq_20190424.idxstats	Y	57227415	4548	56
idsc-07a_bd_exo_mseq_20190424.idxstats	*	0	0	162576
idsc-07a_20190430.idxstats	1	248956422	1759211	5053
idsc-07a_20190430.idxstats	10	133797422	634975	1688
idsc-07a_20190430.idxstats	11	135086622	954658	2703
idsc-07a_20190430.idxstats	12	133275309	836091	2270
idsc-07a_20190430.idxstats	13	114364328	268442	677
idsc-07a_20190430.idxstats	14	107043718	520416	1433
idsc-07a_20190430.idxstats	15	101991189	601976	1703
idsc-07a_20190430.idxstats	16	90338345	799783	2318
idsc-07a_20190430.idxstats	17	83257441	974884	2827
idsc-07a_20190430.idxstats	18	80373285	245715	657
idsc-07a_20190430.idxstats	19	58617616	1018689	3321
idsc-07a_20190430.idxstats	2	242193529	1175094	3141
idsc-07a_20190430.idxstats	20	64444167	397838	1186
idsc-07a_20190430.idxstats	21	46709983	174157	490
idsc-07a_20190430.idxstats	22	50818468	397224	1200
idsc-07a_20190430.idxstats	3	198295559	926578	2534
idsc-07a_20190430.idxstats	4	190214555	672981	1743
idsc-07a_20190430.idxstats	5	181538259	706711	1852
idsc-07a_20190430.idxstats	6	170805979	790631	2240
idsc-07a_20190430.idxstats	7	159345973	800180	2260
idsc-07a_20190430.idxstats	8	145138636	521883	1465
idsc-07a_20190430.idxstats	9	138394717	679814	1897
idsc-07a_20190430.idxstats	MT	16569	269	2
idsc-07a_20190430.idxstats	X	156040895	706300	2006
idsc-07a_20190430.idxstats	Y	57227415	2107	22
idsc-07a_20190430.idxstats	*	0	0	52318
idsc-07b_20190430.idxstats	1	248956422	3494145	8068
idsc-07b_20190430.idxstats	10	133797422	1198681	2691
idsc-07b_20190430.idxstats	11	135086622	1971848	4708
idsc-07b_20190430.idxstats	12	133275309	1632791	3741
idsc-07b_20190430.idxstats	13	114364328	466567	963
idsc-07b_20190430.idxstats	14	107043718	1037393	2323
idsc-07b_20190430.idxstats	15	101991189	1196630	2798
idsc-07b_20190430.idxstats	16	90338345	1636696	3990
idsc-07b_20190430.idxstats	17	83257441	2032219	4898
idsc-07b_20190430.idxstats	18	80373285	439584	922
idsc-07b_20190430.idxstats	19	58617616	2184436	5955
idsc-07b_20190430.idxstats	2	242193529	2156451	4775
idsc-07b_20190430.idxstats	20	64444167	824474	2013
idsc-07b_20190430.idxstats	21	46709983	347394	773
idsc-07b_20190430.idxstats	22	50818468	856438	2078
idsc-07b_20190430.idxstats	3	198295559	1838450	4044
idsc-07b_20190430.idxstats	4	190214555	1242895	2631
idsc-07b_20190430.idxstats	5	181538259	1316397	2756
idsc-07b_20190430.idxstats	6	170805979	1487595	3449
idsc-07b_20190430.idxstats	7	159345973	1556430	3648
idsc-07b_20190430.idxstats	8	145138636	974751	2214
idsc-07b_20190430.idxstats	9	138394717	1340104	3096
idsc-07b_20190430.idxstats	MT	16569	516	1
idsc-07b_20190430.idxstats	X	156040895	720763	1608
idsc-07b_20190430.idxstats	Y	57227415	114162	237
idsc-07b_20190430.idxstats	*	0	0	72948
idsc-07p_bd_exo_mseq_20190424.idxstats	1	248956422	4140518	9969
idsc-07p_bd_exo_mseq_20190424.idxstats	10	133797422	1496003	3582
idsc-07p_bd_exo_mseq_20190424.idxstats	11	135086622	2278490	5799
idsc-07p_bd_exo_mseq_20190424.idxstats	12	133275309	1972133	4685
idsc-07p_bd_exo_mseq_20190424.idxstats	13	114364328	626350	1477
idsc-07p_bd_exo_mseq_20190424.idxstats	14	107043718	1253797	3026
idsc-07p_bd_exo_mseq_20190424.idxstats	15	101991189	1438702	3538
idsc-07p_bd_exo_mseq_20190424.idxstats	16	90338345	1958956	5651
idsc-07p_bd_exo_mseq_20190424.idxstats	17	83257441	2378009	6423
idsc-07p_bd_exo_mseq_20190424.idxstats	18	80373285	573326	1348
idsc-07p_bd_exo_mseq_20190424.idxstats	19	58617616	2529280	7888
idsc-07p_bd_exo_mseq_20190424.idxstats	2	242193529	2716520	6461
idsc-07p_bd_exo_mseq_20190424.idxstats	20	64444167	968001	2670
idsc-07p_bd_exo_mseq_20190424.idxstats	21	46709983	424228	1095
idsc-07p_bd_exo_mseq_20190424.idxstats	22	50818468	976346	2830
idsc-07p_bd_exo_mseq_20190424.idxstats	3	198295559	2207599	5212
idsc-07p_bd_exo_mseq_20190424.idxstats	4	190214555	1552297	3547
idsc-07p_bd_exo_mseq_20190424.idxstats	5	181538259	1668791	3992
idsc-07p_bd_exo_mseq_20190424.idxstats	6	170805979	1852953	4471
idsc-07p_bd_exo_mseq_20190424.idxstats	7	159345973	1910800	4800
idsc-07p_bd_exo_mseq_20190424.idxstats	8	145138636	1242409	3264
idsc-07p_bd_exo_mseq_20190424.idxstats	9	138394717	1622446	4191
idsc-07p_bd_exo_mseq_20190424.idxstats	MT	16569	376	3
idsc-07p_bd_exo_mseq_20190424.idxstats	X	156040895	1656268	3970
idsc-07p_bd_exo_mseq_20190424.idxstats	Y	57227415	5656	63
idsc-07p_bd_exo_mseq_20190424.idxstats	*	0	0	224632
idsc-07p_20190430.idxstats	1	248956422	3550801	8914
idsc-07p_20190430.idxstats	10	133797422	1292818	3269
idsc-07p_20190430.idxstats	11	135086622	1949972	5225
idsc-07p_20190430.idxstats	12	133275309	1715317	4338
idsc-07p_20190430.idxstats	13	114364328	546465	1352
idsc-07p_20190430.idxstats	14	107043718	1080849	2636
idsc-07p_20190430.idxstats	15	101991189	1237056	3234
idsc-07p_20190430.idxstats	16	90338345	1586805	4196
idsc-07p_20190430.idxstats	17	83257441	1981759	5367
idsc-07p_20190430.idxstats	18	80373285	501998	1170
idsc-07p_20190430.idxstats	19	58617616	2047155	6143
idsc-07p_20190430.idxstats	2	242193529	2405340	5956
idsc-07p_20190430.idxstats	20	64444167	808738	2102
idsc-07p_20190430.idxstats	21	46709983	353479	892
